번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호
AJ1107125,사학전공,20140317,2012,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1107945,정치외교학전공,20141117,2012,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1106467,교통시스템공학전공,20141015,2011,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1102569,경영학전공,20130306,2009,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1103901,교통시스템공학전공,20121204,2009,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1104024,교통시스템공학전공,20121008,2010,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1101661,경영학전공,20120924,2008,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1100296,경영학전공,20111215,2006,계량경영학,2004,김상종,三英社,658.403 김52계2
AJ1110517,경영학전공,20140303,2014,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1106923,경제학전공,20140414,2012,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1109169,교통시스템공학전공,20131217,2011,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1101843,경영학전공,20130930,2008,경영과학,2012,"Hillier, Frederick S",한경사,658.403 H654i4K홍
AJ1109168,교통시스템공학전공,20141010,2011,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1107580,국어국문학과,20140319,2012,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1109659,경영학전공,20130904,2013,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1103358,경영학전공,20120926,2009,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1102557,경영학전공,20120406,2009,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1101564,경영학전공,20120315,2008,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1102352,법학전공,20110613,2008,경영과학,2005,"Hillier, Frederick S",한경사,658.403 H654i2K노
AJ1105625,전자공학전공,20140513,2010,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102319,전자공학전공,20141104,2008,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1100013,행정학전공,20140727,2001,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102823,경제학전공,20140529,2009,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102807,문화콘텐츠학전공,20140225,2009,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1109254,문화콘텐츠학전공,20140303,2013,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1101804,e-비즈니스학전공,20140109,2008,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102645,영어영문학전공,20131017,2009,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1102214,수학전공,20140103,2008,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1101383,전자공학전공,20131025,2007,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1100493,e-비즈니스학전공,20131031,2006,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1101307,e-비즈니스학전공,20130806,2007,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1103491,미디어학과,20130926,2009,기획의 정석,2013,박신영,세종서적,658.4012 박58기
AJ1110643,경영학전공,20140610,2014,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1110538,산업공학전공,20141103,2014,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1106754,전자공학전공,20140902,2011,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101497,미디어학과,20140519,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1103018,e-비즈니스학전공,20140303,2009,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1108671,e-비즈니스학전공,20140118,2013,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1103839,미디어학과,20131230,2009,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101010,산업공학전공,20131105,2007,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1102237,산업공학전공,20130726,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101322,심리학전공,20130425,2007,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1101887,전자공학전공,20121212,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1100164,수학전공,20121206,2005,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1102045,e-비즈니스학전공,20130307,2008,비즈니스 모델의 탄생,2011,"Osterwalder, Alexander",타임비즈,658.4012 O85bK유
AJ1106886,산업공학전공,20140828,2012,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1106528,경영학전공,20140321,2011,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1108412,경영학전공,20140204,2013,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1108613,경영학전공,20140416,2013,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1111057,물리학전공,20140313,2010,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1105359,영어영문학전공,20140406,2010,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1102823,경제학전공,20131112,2009,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1100429,전자공학전공,20130827,2006,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1106112,문화콘텐츠학전공,20130705,2011,이케아 불편을 팔다,2013,"Jungbluth, Rudiger",미래의창,658.401 J95dK배
AJ1109085,산업공학전공,20140718,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1110288,산업공학전공,20150130,2014,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1103491,미디어학과,20140415,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1100153,경제학전공,20140616,2005,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1104892,미디어학과,20141215,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1105879,e-비즈니스학전공,20140501,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102719,정보컴퓨터공학전공,20141117,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1109897,e-비즈니스학전공,20140528,2014,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102439,정보컴퓨터공학전공,20130711,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102544,경영학전공,20130508,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1105881,e-비즈니스학전공,20130903,2011,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1103014,e-비즈니스학전공,20130923,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1102796,경영학전공,20130718,2009,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1106797,산업공학전공,20130115,2012,빅데이터 경영을 바꾸다,2012,함유근,삼성경제연구소,658.4 함66빅
AJ1108758,금융공학전공,20141129,2013,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1105789,경영학전공,20120613,2011,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1102224,경영학전공,20110609,2008,조직행동,2008,정동섭,三英社,658.4 조78정2
AJ1106530,경영학전공,20120612,2011,조직행동,2006,정동섭,三英社,658.4 조78정
AJ1101914,경영학전공,20110612,2008,조직행동,2006,정동섭,三英社,658.4 조78정
AJ1105245,금융공학전공,20140529,2011,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1108758,금융공학전공,20141014,2013,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1105907,경제학전공,20120926,2011,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1103325,경영학전공,20120608,2009,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1104979,경영학전공,20120314,2011,조직행위론,2010,김주엽,경문사,658.4 조78김2
AJ1111037,경영학전공,20140605,2012,조직행동,2008,임창희,비앤엠북스,658.4 임82조4
AJ1104095,경영학전공,20140417,2010,조직행동,2008,임창희,비앤엠북스,658.4 임82조4
AJ1104800,건설시스템공학전공,20131202,2010,조직행동,2008,임창희,비앤엠북스,658.4 임82조4
AJ1105001,기계공학과,20141211,2011,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1101613,응용화학생명공학전공,20121031,2008,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1100564,전자공학전공,20121028,2006,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1101706,경영학전공,20120420,2008,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1100014,경영학전공,20120614,2001,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1104979,경영학전공,20120410,2011,조직행동,2004,임창희,학현사,658.4 임82조3
AJ1105159,경영학전공,20110620,2010,조직행동,1998,임창희,학현사,658.4 임82조
AJ1106383,경영학전공,20140521,2011,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1100564,전자공학전공,20121007,2006,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1103325,경영학전공,20120511,2009,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1103633,경제학전공,20120413,2009,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1105789,경영학전공,20120613,2011,조직행동론,2004,이학종,法文社,658.4 이92조법
AJ1111037,경영학전공,20140417,2012,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1100158,수학전공,20140611,2005,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1106565,e-비즈니스학전공,20141214,2011,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1108340,경영학전공,20140410,2013,조직행위론,2008,신구범,형설,658.4 신16조수
AJ1106580,경영학전공,20140423,2011,조직행위론,2005,신구범,형설,658.4 신16조
AJ1106529,경영학전공,20140418,2011,조직행위론,2005,신구범,형설,658.4 신16조
AJ1102031,화학전공,20121012,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1106222,기계공학과,20120417,2011,조직행위론,2005,신구범,형설,658.4 신16조
AJ1104556,경영학전공,20110606,2010,조직행위론,2005,신구범,형설,658.4 신16조
AJ1102144,경영학전공,20110414,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1101549,e-비즈니스학전공,20110328,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1102224,경영학전공,20110407,2008,조직행위론,2005,신구범,형설,658.4 신16조
AJ1109657,불어불문학전공,20140307,2013,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1108340,경영학전공,20140605,2013,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1104095,경영학전공,20140516,2010,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1106194,경제학전공,20141210,2011,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1106383,경영학전공,20140416,2011,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1102351,경영학전공,20130502,2008,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1100564,전자공학전공,20121028,2006,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1101108,경영학전공,20110408,2007,조직행동연구,2006,백기복,창민사,658.4 백18조4
AJ1105908,경제학전공,20120416,2011,조직행동,2002,이희영,경세원,658.4 박25조
AJ1103633,경제학전공,20120615,2009,조직행동,2002,이희영,경세원,658.4 박25조
AJ1107905,경영학전공,20130420,2012,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1101273,경영학전공,20121005,2007,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1104556,경영학전공,20120430,2010,조직행동론,2004,구본장,형설출판사,658.4 구45조
AJ1108931,산업공학전공,20141012,2013,Introduction to operations research,2010,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9i
AJ1106814,전자공학전공,20140513,2012,Introduction to operations research,2010,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9i
AJ1106056,e-비즈니스학전공,20120418,2011,Introduction to operations research,2010,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9i
AJ1106317,산업공학전공,20140228,2011,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1106923,경제학전공,20140515,2012,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1108031,경영학전공,20141110,2012,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1107053,산업공학전공,20140612,2012,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1101092,소프트웨어융합전공,20130620,2007,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1103112,산업공학전공,20120913,2009,Introduction to operations research,2008,"Hillier, Frederick S",McGraw-Hill,658.4 H654i9
AJ1106224,산업공학전공,20140409,2011,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1106792,산업공학전공,20131211,2012,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1103729,심리학전공,20131022,2010,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1107103,경영학전공,20130506,2010,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1108031,경영학전공,20130423,2012,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1102556,경영학전공,20130304,2009,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1107159,경영학전공,20120518,2010,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1102224,경영학전공,20110506,2008,경영과학,2007,"Hillier, Frederick S",한국맥그로힐,658.4 H654i8K김
AJ1106467,교통시스템공학전공,20141014,2011,Introduction to operations research,2005,"Hillier, Frederick S",McGraw-Hill,658.4 H654i8
AJ1100450,산업공학전공,20120310,2006,Introduction to operations research,2005,"Hillier, Frederick S",McGraw-Hill,658.4 H654i8
AJ1100787,영어영문학전공,20111127,2007,Introduction to operations research,2005,"Hillier, Frederick S",McGraw-Hill,658.4 H654i8
AJ1104675,화학공학전공,20140620,2010,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1106011,경영학전공,20120613,2011,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1107911,경영학전공,20120613,2012,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1107862,경영학전공,20120831,2010,Introduction to operations research,1995,"Hillier, Frederick S",McGraw-Hill,658.4 H654i7
AJ1102242,산업공학전공,20141001,2008,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1101092,소프트웨어융합전공,20130620,2007,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1106902,산업공학전공,20130308,2012,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1108037,경영학전공,20120608,2012,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1101914,경영학전공,20110520,2008,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1100018,경영학전공,20110316,2002,경영과학,2010,"Hillier, Frederick S",한경사,658.4 H654i3K홍
AJ1108026,경영학전공,20130418,2012,Introduction to operations research,1967,"Hillier, Frederick S",Holden-Day,658.4 H654I
AJ1102756,영어영문학전공,20140423,2009,조직행동론,2007,"Hellriegel, Don",한경사,658.4 H477o11K서
AJ1101423,수학전공,20121016,2008,조직행동론,2007,"Hellriegel, Don",한경사,658.4 H477o11K서
AJ1100626,화학전공,20110619,2007,조직행동론,2007,"Hellriegel, Don",한경사,658.4 H477o11K서
AJ1103633,경제학전공,20140912,2009,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1102540,전자공학전공,20141006,2009,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1104747,산업공학전공,20150227,2010,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1106669,전자공학전공,20141105,2011,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1100647,심리학전공,20131118,2007,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1101299,전자공학전공,20130502,2007,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1108351,심리학전공,20130529,2011,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1102350,기계공학과,20131004,2008,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1105553,정치외교학전공,20130523,2010,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1102307,영어영문학전공,20130710,2008,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1100386,법학전공,20130328,2006,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1103370,응용화학생명공학전공,20121116,2009,SSAT 삼성직무적성검사,2011,에듀스 인재개발원,에듀스,658.31125 에26s
AJ1101310,건축공학전공,20140613,2007,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1100382,법학전공,20140714,2006,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1100230,경영학전공,20140509,2005,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1105430,전자공학전공,20150119,2011,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103149,경제학전공,20131210,2009,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1102438,정보컴퓨터공학전공,20131203,2009,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103534,간호학부,20130620,2009,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103874,정보컴퓨터공학전공,20130523,2008,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1101127,응용화학생명공학전공,20130923,2007,취업면접 기출질문 300,2013,표형종,진서원,658.31124 표94취
AJ1103127,생명공학전공,20140919,2009,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100888,영어영문학전공,20140527,2007,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1101365,경제학전공,20140903,2007,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1103100,전자공학전공,20140318,2009,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1101652,경영학전공,20140128,2008,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100162,경영학전공,20131017,2005,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1103005,기계공학과,20130510,2009,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1102352,법학전공,20130527,2008,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100164,수학전공,20130817,2005,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100632,심리학전공,20131004,2006,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1104106,정치외교학전공,20130506,2010,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100749,전자공학전공,20121118,2007,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1100247,경영학전공,20130313,2005,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1103942,산업공학전공,20130305,2008,(이시한의) 취업 자기소개서 불패(不敗)노트,2011,이시한,랜덤하우스코리아,658.31124 이58취
AJ1103363,전자공학전공,20140520,2009,면접의 정석,2006,예라고이미지전략연구소,예라고,658.31124 예292면
AJ1107137,건설시스템공학전공,20131029,2010,면접의 정석,2006,예라고이미지전략연구소,예라고,658.31124 예292면
AJ1105505,심리학전공,20120907,2010,면접의 정석,2006,예라고이미지전략연구소,예라고,658.31124 예292면
AJ1100684,건축공학전공,20120319,2006,면접의 정석,2006,예라고이미지전략연구소,예라고,658.31124 예292면
AJ1100188,법학전공,20140430,2005,면접의 정석,2008,서형준,부키,658.31124 서94면
AJ1103534,간호학부,20130706,2009,면접의 정석,2008,서형준,부키,658.31124 서94면
AJ1103504,화학전공,20121023,2008,면접의 정석,2008,서형준,부키,658.31124 서94면
AJ1100632,심리학전공,20120912,2006,면접의 정석,2008,서형준,부키,658.31124 서94면
AJ1103514,기계공학과,20141029,2009,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1103961,미디어학과,20140507,2010,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1103320,기계공학과,20140901,2009,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1106710,기계공학과,20141125,2011,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1101804,e-비즈니스학전공,20140331,2008,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1106427,정보컴퓨터공학전공,20140825,2011,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1106321,산업공학전공,20141103,2011,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1102591,경영학전공,20150224,2009,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1104959,영어영문학전공,20131024,2009,기적의 자소서,2013,조민혁,조선에듀케이션,658.311 조38기개
AJ1104414,기계공학과,20140812,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103127,생명공학전공,20141001,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1104528,경영학전공,20140321,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1110120,정치외교학전공,20141104,2014,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1102572,정보컴퓨터공학전공,20140331,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103351,경영학전공,20140502,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103979,화학공학전공,20140711,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1105736,전자공학전공,20140426,2011,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1106582,경영학전공,20140327,2011,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1104434,경영학전공,20140303,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1107247,화학전공,20131224,2012,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1100162,경영학전공,20131017,2005,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103005,기계공학과,20130510,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1100164,수학전공,20130817,2005,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1101127,응용화학생명공학전공,20130814,2007,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1105539,간호학부,20130603,2010,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1102442,영어영문학전공,20130429,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1103613,화학공학전공,20130414,2009,기적의 자소서,2012,조민혁,조선에듀케이션,658.311 조38기
AJ1100188,법학전공,20140502,2005,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1101652,경영학전공,20140128,2008,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1108187,경영학전공,20140110,2011,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1102352,법학전공,20130603,2008,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1102487,경영학전공,20130410,2009,(금융 리더를 꿈꾸는 20대를 위한) 금융권 취업 가이드,2011,신재민,국일미디어,658.311 신73금
AJ1101761,법학전공,20140828,2008,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1102663,경영학전공,20140702,2009,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1106111,경영학전공,20140501,2011,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1100888,영어영문학전공,20140529,2007,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1105332,심리학전공,20141118,2010,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1105135,e-비즈니스학전공,20140801,2010,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1104917,전자공학전공,20141011,2010,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2013,김세준,나비의활주로,658.311 김54자2013
AJ1101804,e-비즈니스학전공,20140319,2008,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2011,김세준,나비의 활주로,658.311 김54자2
AJ1100937,기계공학과,20140304,2007,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2011,김세준,나비의 활주로,658.311 김54자2
AJ1100091,법학전공,20130930,2004,(뽑고 싶어 안달 나게 하는) 자기소개서 작성법,2011,김세준,나비의 활주로,658.311 김54자2
AJ1103069,경제학전공,20140321,2009,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1102663,경영학전공,20140702,2009,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
AJ1105173,영어영문학전공,20140911,2010,(어디에 취업하고 싶으세요?) 직무분석 가이드,2011,김소연,에듀크라운,658.306 김55직
